objectid,audience,alternateIdentifier,provenance,dateAccepted,extent,type,medium,date,subject/geographic,originInfo/place,culture,description,display_template,object_location,title,format
1999-3-1,Ethnology & Material Culture,Accession Number: 1999-3,Donation,02/10/1998,1,Ethnographic; Shield,Wood; Ivory; Leather (tanned); Metal; Bamboo; Cotton; Velvet,,Asia-Southeast Asia-Philippines--,,Philippine,"Display shield with small weapons and artifacts attached. 


Plaque or shield, flat with edges shaped in various ways (bottom curved, top squared off in the corners -- reminiscent of medieval heraldic shield or device), made out of wood.  The backside has two cross pieces of wood and one length of metal wire that would have been used to hang the item up.  The front side is covered with baldy faded velvet (once red, now orange).  There is ivory trim along the edges in places.  The front is totally filled with various items, all of which are miniatures.  Most (all?) have numbers written on them in small letters, perhaps identifying them.  The items include musical instruments made of wood, metal, ivory, and bamboo in the top center.  There is clothing made of cotton in the top and left right.  There is also a leather purse in the top left and a wood and leather addle in the top right.  The very center has carved wood shields with black painted geometric and abstract designs.  Down the right and left sides are various weapons -- wood spears with metal tips, swords and blades of various shapes and forms of metal with ivory handles, arrows of darts of thin wood shafts with ivory points.  The bottom center has tools with metal blades or hooks and ivory handles.  Below that is a wooden quiver with ivory tip and two wooden arrows inside and also a carved wooden item on a metal pivot that may be a cannon.  Along the verb bottom is a wooden bow with a metal string and one long wooden arrow with ivory point above the bow.; ",,,1999-3-1,
36454,Ethnology & Material Culture,Accession Number: 1822,Donation,08/1948,1,Ethnographic; Pendant,Stone,,Asia-Southeast Asia-Philippines--,Pati;,,"A holy stone, worn by a Moro chief for protection from harm.  Arabic writing on both sides with a human figure carved on one side.; ",,,36454,
36620,Ethnology & Material Culture,Accession Number: 1941,Purchase,12/19/1950,1,Ethnographic; Money,Shell; Fiber,,Asia-Southeast Asia-Philippines--,,,large shell fragment with cord attached.  Yap money.; ,,,36620,
36622,Ethnology & Material Culture,Accession Number: 1941,Purchase,12/19/1950,1,Ethnographic; Adze,Stone; Wood; Fiber,,Asia-Southeast Asia-Philippines--,,,Stone adze set to wooden haft on an angle by fiber.; ,,,36622,
36623,Ethnology & Material Culture,Accession Number: 1941,Purchase,12/19/1950,1,Ethnographic; Adze,Stone; Wood; Fiber,,Asia-Southeast Asia-Philippines--,,,Stone adze set to wooden haft on an angle by fiber.; ,,,36623,
36799,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sword,Metal; Brass; Wood; Rattan,,Asia-Southeast Asia-Philippines-Lanao del Sur-,"Lake Lanao, Mindanao;",Moro,Moro Kampilan; ,,,36799,
36801,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sword,Metal; Brass; Wood,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao;",,One Moro Tabas weapon of justice beheading knife.  Original no. 3.; ,,,36801,
36805,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Spear,Bamboo; Metal,,Asia-Southeast Asia-Philippines--,Mindanao;,Moro,"Spear with polished bamboo shaft that on distal end fits into metal (brass?) tube (21 cm long) with band decorations, into which an elongated triangular metal spearhead fits (43 cm).; ",,,36805,
36806,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Spear,Wood; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Luzon;,Filipino,"1 Bontoc war spear, barbed head. 


Spear made of long wooden shaft which thickens at head end.  The wood may have been shellacked as it is shiny.  The end has a metal cap on it, a cylinder that fits over the wood at one end and tapers to a point at the other.  At the head end, a metal ferrule is attached to the shaft, strengthening the joint.  The metal blade has a long round tang/shaft which inserts into the wooden shaft.  The head/blade itself is roughly leaf shaped, tapering to a point and with two barbs extending down and out from the base.; purchased in Bontoc, Mountain Province, Philippine Islands - May 20, 1926",,,36806,
36807,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Spear,Wood; Rattan; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Northern Luzon;,,"One Bontoc wild board spear, leaf-shaped. 


One spear with long wooden shaft, which has probably been shellacked as it is glossy.  Shaft thickens slightly toward point end.  The other end is capped with a metal cone that fits over the wood and tapers to a point.  At the blade end, the shaft is wrapped with two ferrules made of woven rattan.  There are marks where a third ferrule one was.  These probably strengthen the haft of the blade.  The blade is generally leaf shaped, tapering to a point.; Leaf head wild boar spear, Igorote. Northern Luzon; from provincial commander in Bontac, Mountain Province, May 20, 1926",,,36807,
36808,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Spear,Wood; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Luzon;,,"1 Bontoc deer spear, slender spearhead. 


Round spear shaft of polished wood.  Painted metal cap at the back end fits over the wood, set permanently in place.  Head end thinner than body for spearhead to fit onto. Metal spearhead, slender point with concave notches near base.  Point permanently fit into cylindrical attachment which then fits onto the base.  Secured with two pieces of wood.; slender spear head, deer spear, Igorote. Northern Luzon; from provincial commander in Bontac, Mountain Province, May 20, 1926",,,36808,
36809,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Walking stick/cane,Wood,,Asia-Southeast Asia-Philippines-Mountain-,Luzon;,,"A Bontoc Igorote ""swagger stick,"" carved figure handle.; Purchased May 20, 1926",,,36809,
36811,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Axe,Metal; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Luzon Island;,Kalinga,"One Igorote head axe, Kalinga Tribe, modern copy.  Metal blade with a wooden handle.  Original no.13.; ",,,36811,
36812,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Axe,Metal; Brass; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Luzon Island;,Kalinga,"One Igorote head axe, Kalinga Tribe, modern copy.  Metal blade with a wooden handle.  Original no.14.  Note, ""presented by Major George M. Chandler, U.S. Army, '98e.""; ",,,36812,
37325,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Beater,Animal bone,,Asia-Southeast Asia-Philippines--,,Filipino,Long bone of a large animal carved into a tapa cloth pounder with handle. Pounder is rectangular with a grooved bottom.; ,,,37325,
37328,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Bowl,Wood,,Asia-Southeast Asia-Philippines-La Union-,Ilacano,,A food bowl made of wood with festooned edges.; ,,,37328,
37329,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Cordage,Fiber,,Asia-Southeast Asia-Philippines--,,,"A bundle of braided rope, coiled in loops.  Ready for basketry work.  Unknown fiber in brown, tan, and yellow.; ",,,37329,
37335,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Sword,Metal; Botanical; Wood,,Asia-Southeast Asia-Philippines--,,Moro,"One two-handed sword, or Kampilan, V-type handle of carved wood.; ",,,37335,
37336,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Kris,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,Straight Kris with wooden handle trimmed with string.; ,,,37336,
37337,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Kris,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"Wavy kris, wooden handle, plain.; ",,,37337,
37340,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Axe,Metal,,Asia-Southeast Asia-Philippines--,,,One brush knife with handle made of metal and wood.; ,,,37340,
37341,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Axe,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,One head axe with a carved wooden handle accented with metal bands (missing end).; ,,,37341,
37346,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Kris,Steel; Wood,,Asia-Southeast Asia-Philippines--,,,Kris with carved wooden handle; ,,,37346,
37347,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Shield,Wood; Metal; Bamboo; Cotton; Fiber,,Asia-Southeast Asia-Philippines--,,,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges. There is also a raised circular area in the center. The shield has carved out geometric and abstract designs along the edges and down the middle that have been painted black in all the areas left uncarved and white in the carved out areas, creating depth and contrast. It has also been covered with a glossy finishing coat. 


Along the side and bottom edges and in the middle of the raised circle, small tufts of red and yellow cotton string are attached, forming a fringe.  

The top edge has a piece of bamboo attached. The front also has two cross-pieces attached by small metal nails. 


The back has a carved wooden handle. A braided fiber cord is attached to the handle.; ",,,37347,
37349,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Spear,Wood; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 spear with lancelate blade. 


Spear with polished wood shaft that gets slightly thinner the farther it is from the head.  The head is metal and broad (wider in the middle than base or extreme tip).  The head is inserted directly into the shaft and wrapped at join with metal rings.  The upper shaft decorated with six bands of woven fibers, three dark brown, three light brown.  Further down are three coils of metal wire, rapped around shaft and ten metal nails to hold them in place.; ",,,37349,
37350,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Spear,Wood; Iron; Metal,,Asia-Southeast Asia-Philippines--,,,"Spear with wooden shaft that widens distally and is capped at proximal end with pointed metal tip.  The distal end is wrapped with a metal ring where the iron spearhead fits into the wood.  The head extends from long, thin base into a long point with six curved barbs on each side.; ",,,37350,
37351,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Spear,Wood; Rattan; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"One spear, broken into three parts -- two shaft sections and point.  The lower (proximal) fragment of shaft is the smaller of the two shaft fragments.  At the very end it is carved into a tapering point.  The bulk of the shaft is one long piece of wood.  At the distal end it is wrapped in alternating sections of woven fiber (3) and reed rattan bands (2) and one last thicker section of woven fiber.  Lastly, the point has a cylindrical, hollow metal tang with broken wood from the shaft inside.  The blade is long and roughly triangular, tapering to a point and sharp on both edges.  The base has two curved barbs extending down.; ",,,37351,
37352,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Spear,Wood; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"Spear with wood shaft that widens near the head.  The proximal end has a painted metal cap.  The distal end is decorated with woven fiber ring at the juncture of the shaft and head.  The metal head inserts directly into the wood.  It has narrow protrusions that end in a point shaped by two barbs, one shorter than the other.; ",,,37352,
37353,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,2,Ethnographic; Spear,Wood; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 spear with sheath.  

A. wood, fiber, metal, pigment 

b. wood, fiber, unknown 


a. spear, long wooden shaft, tapers towards blade. Other end is capped with a metal band. A solid metal, roughly conical fineal with a knot at the end. Fineal has a hole through it. Both ends of the shaft are painted dark brown. Thinner fore-shaft hafted? Onto main shaft by a metal band with heart shaped and other carved designs. On main shaft just before this band is a band of woven fiber covered with a red pigment. Foreshaft has bands of woven fiber covered with red pigment and metal bands. T shaped steel blade hafted to forshaft by a metal band.  


B. sheath for blade. Made to fit T shaped blade. Sides are curved. Made of wood and covered in fiber, covered then by an unidentified brittle pigment.  Measures 28 by 26 by 4; ",,,37353,
47285,Ethnology & Material Culture,Accession Number: 2558,Donation,09/21/1959,1,Ethnographic; Knife,Steel; Wood; Fiber,,Asia-Southeast Asia-Philippines-Bulacan-,Central Luzon; Pulilan,,"1 knife, used in peeling culms 


Pan Lapat Tagalog 


Slightly curved steel blade set in wood handle.  Handle is wrapped with plant fiber.; ",,,47285,
47286,Ethnology & Material Culture,Accession Number: 2558,Donation,09/21/1959,1,Ethnographic; Awl,Unknown,,Asia-Southeast Asia-Philippines-Bulacan-,Central Luzon; Pulilan,,"1 awl used in making hats 


Pan Lapat, Tagalog 


Steel point set in round wooden handle.  Handle has carved decoration, including word ""Doring"" and heart with arrow through it.; ",,,47286,
47288,Ethnology & Material Culture,Accession Number: 2558,Donation,09/21/1959,2,Ethnographic; Toy,Bamboo,,Asia-Southeast Asia-Philippines-Bulacan-,Central Luzon; Pulilan,,"culm nodes, gathered by children who use them as toy cart wheels.; ",,,47288,
48284,Ethnology & Material Culture,Accession Number: 3251,Donation,1966,1,Ethnographic; Bamboo Manuscript,Bamboo,,Asia-Southeast Asia-Philippines--,South Mindoro;,,Mangyan Bamboo Text; Published as #147 in Gardener 1941,,,48284,
48657,Asian Ethnology,Accession Number: 3251,Donation,1966,1,Ethnographic; Model,Wood,,Asia-Southeast Asia-Philippines--,Mindoro;,,One small wooden six stringed musical (?) instrument. Back of the neck has a Mangyan inscription on it.; ,,,48657,
49017,Asian Ethnology,,Unknown,Unknown,3,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Islands;,,"""anglit""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49017,
49018,Asian Ethnology,; Original Number: B,Unknown,Unknown,3,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Island;,,"""anglit""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49018,
49019,Asian Ethnology,,Unknown,Unknown,1,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Island;,,"""Kalen-unay""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49019,
49020,Asian Ethnology,,Unknown,Unknown,2,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Island;,,"""putuhang-bulag""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49020,
49021,Asian Ethnology,,Unknown,Unknown,2,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Island;,,"""tacho"" or ""takuri""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49021,
49022,Asian Ethnology,,Unknown,Unknown,1,Ethnographic; Pot,Earthenware,,Asia-Southeast Asia-Philippines--,Negros Island;,,"""anglit""; See field notes of Bais Anthropological Project, Karl L. Hutter, page 95.",,,49022,
92090,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Pistol,Metal; Wood,,Asia-Southeast Asia-Philippines--,,Bontoc,Wood and metal single-shot pistol used by Bontoc.; ,,,92090,
92091,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Axe,Metal; Brass; Wood,,Asia-Southeast Asia-Philippines--,,,"One Balbelasan or northern battle axe, with a metal blade and a wooden handle accented with brass.; ",,,92091,
92092,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Axe,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"One Balbelasan battle axe, with a metal blade and a wooden handle.; ",,,92092,
92093,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Axe,Metal; Brass; Wood,,Asia-Southeast Asia-Philippines--,,,"One Balbelasan battle axe, with a metal blade and a wooden handle with brass accents.; ",,,92093,
92096,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines--,,,Wooden scabbard with woven wicker wrapped around center.; ,,,92096,
92098,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Knife,Metal; Wood; Cotton,,Asia-Southeast Asia-Philippines--,,,"One bolo knife with a wooden handle, around which cotton has been wound.; ",,,92098,
92099,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Knife,Metal,,Asia-Southeast Asia-Philippines--,,,bolo knife; ,,,92099,
92100,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Knife,Metal; Brass; Wood; Wicker,,Asia-Southeast Asia-Philippines--,,,One Bolo knife with a metal blade hafted in a wooden handle with wicker and brass.; ,,,92100,
92102,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Sword,Metal; Horn,,Asia-Southeast Asia-Philippines--,,,Sword with sabre handle.  Handle of water buffalo horn.; ,,,92102,
92105,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Dagger,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"One stiletto dagger, with a metal blade and a wooden handle.  No sheath.; ",,,92105,
92106,Ethnology & Material Culture,Accession Number: 3461,UMMAA Expedition,10/1979,1,Ethnographic; Bowl,Wood,,Asia-Southeast Asia-Philippines--,,,A wooden bowl with scalloped edges.; ,,,92106,
